id,release_date,movie,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres
96,2005-01-28,Hide and Seek,25000000.0,51100486.0,123696741.0,tt2723176,Amorous,Hide and Seek,2014,82.0,"Drama,Romance"
97,1986-05-23,Cobra,25000000.0,49042224.0,49042224.0,tt10152772,Cobra,Cobra,2019,,Drama
97,1986-05-23,Cobra,25000000.0,49042224.0,49042224.0,tt2181865,Cobra: Kottayam Brothers,Cobra,2012,,"Comedy,Family"
2,2014-08-15,The Giver,25000000.0,45090374.0,66540205.0,tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi"
6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,tt3530002,The Night Before,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy"
6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,tt6006924,The Night Before,The Night Before,2017,81.0,Horror
6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,tt6353886,The Night Before,The Night Before,2015,86.0,Documentary
9,1997-08-22,Money Talks,25000000.0,41076865.0,41076865.0,tt6085342,Money Talks,Money Talks,2016,86.0,Crime
15,2013-12-25,August: Osage County,25000000.0,37738810.0,50738810.0,tt1322269,August: Osage County,August: Osage County,2013,121.0,"Comedy,Drama"
17,2014-05-16,Million Dollar Arm,25000000.0,36447959.0,39217912.0,tt1647668,Million Dollar Arm,Million Dollar Arm,2014,124.0,"Biography,Drama,Sport"
21,2018-09-07,Peppermint,25000000.0,35418723.0,51800758.0,tt6850820,Peppermint,Peppermint,2018,101.0,"Action,Crime,Drama"
22,2007-09-21,Good Luck Chuck,25000000.0,35017297.0,59183821.0,tt5138210,Good Luck Chuck,Good Luck Chuck,2016,51.0,Comedy
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,tt1828325,The Gambler,The Gambler,2015,105.0,Drama
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller"
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,tt2843832,The Gambler,The Gambler,2013,52.0,Documentary
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,tt9447594,The Gambler,The Gambler,2019,121.0,"Action,Sci-Fi,Thriller"
50,1999-08-04,The Gambler,3000000.0,51773.0,101773.0,tt1828325,The Gambler,The Gambler,2015,105.0,Drama
50,1999-08-04,The Gambler,3000000.0,51773.0,101773.0,tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller"
50,1999-08-04,The Gambler,3000000.0,51773.0,101773.0,tt2843832,The Gambler,The Gambler,2013,52.0,Documentary
50,1999-08-04,The Gambler,3000000.0,51773.0,101773.0,tt9447594,The Gambler,The Gambler,2019,121.0,"Action,Sci-Fi,Thriller"
29,2017-02-17,Fist Fight,25000000.0,32187017.0,40286416.0,tt3401882,Fist Fight,Fist Fight,2017,91.0,Comedy
32,2011-12-09,The Sitter,25000000.0,30542576.0,38749404.0,tt1366344,The Sitter,The Sitter,2011,81.0,Comedy
33,1998-11-06,Elizabeth,25000000.0,30082699.0,82150642.0,tt3765772,Elizabeth,Elizabeth,2013,7.0,"Biography,Documentary,Drama"
33,1998-11-06,Elizabeth,25000000.0,30082699.0,82150642.0,tt4526858,Elizabeth,Elizabeth,2015,,Thriller
36,2014-04-11,Draft Day,25000000.0,28842237.0,29847480.0,tt2223990,Draft Day,Draft Day,2014,110.0,"Drama,Sport"
38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery"
43,2011-08-26,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,tt1270761,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller"
44,2010-04-23,The Losers,25000000.0,23591432.0,29863840.0,tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime"
44,2010-04-23,The Losers,25000000.0,23591432.0,29863840.0,tt3746918,The Losers,The Losers,2013,112.0,Drama
45,2009-04-24,Fighting,25000000.0,23091010.0,32831707.0,tt6447730,Fighting,Fighting,2014,91.0,"Action,Romance,Sport"
50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,tt1034389,The Eagle,The Eagle,2011,114.0,"Action,Adventure,Drama"
50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,tt5130954,The Eagle,The Eagle,2015,11.0,Documentary
52,2011-09-02,Shark Night 3D,25000000.0,18877153.0,18877153.0,tt1633356,Shark Night 3D,Shark Night 3D,2011,90.0,"Horror,Thriller"
56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,tt1966359,Father Figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama"
56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,tt2925960,Father Figures,Father Figures,2013,58.0,Documentary
58,2013-10-25,The Counselor,25000000.0,16973715.0,71009334.0,tt2193215,The Counselor,The Counselor,2013,117.0,"Crime,Drama,Thriller"
60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,tt1555069,Mary Queen of Scots,Mary Queen of Scots,2013,119.0,"Biography,Drama,History"
60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,tt2328900,Mary Queen of Scots,Mary Queen of Scots,2018,124.0,"Biography,Drama,History"
63,1986-04-18,Legend,25000000.0,15502112.0,23506237.0,tt2577542,Legend,Legend,2013,134.0,Horror
63,1986-04-18,Legend,25000000.0,15502112.0,23506237.0,tt3381068,Gnome Alone,Legend,2015,94.0,Horror
63,1986-04-18,Legend,25000000.0,15502112.0,23506237.0,tt3409352,Legend,Legend,2012,34.0,"Biography,Documentary"
63,1986-04-18,Legend,25000000.0,15502112.0,23506237.0,tt3555036,Legend,Legend,2014,168.0,"Action,Drama"
63,1986-04-18,Legend,25000000.0,15502112.0,23506237.0,tt3569230,Legend,Legend,2015,132.0,"Biography,Crime,Drama"
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,tt2577542,Legend,Legend,2013,134.0,Horror
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,tt3381068,Gnome Alone,Legend,2015,94.0,Horror
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,tt3409352,Legend,Legend,2012,34.0,"Biography,Documentary"
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,tt3555036,Legend,Legend,2014,168.0,"Action,Drama"
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,tt3569230,Legend,Legend,2015,132.0,"Biography,Crime,Drama"
66,2009-11-06,The Box,25000000.0,15051977.0,34356760.0,tt1728200,The Box,The Box,2011,89.0,Drama
66,2009-11-06,The Box,25000000.0,15051977.0,34356760.0,tt5047858,The Box,The Box,2015,100.0,"Drama,War"
66,2009-11-06,The Box,25000000.0,15051977.0,34356760.0,tt5678896,The Box,The Box,2018,56.0,Thriller
68,2010-10-08,My Soul to Take,25000000.0,14744435.0,16727470.0,tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller"
74,2011-09-09,Warrior,25000000.0,13657115.0,24215385.0,tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport"
74,2011-09-09,Warrior,25000000.0,13657115.0,24215385.0,tt4163390,Warrior,Warrior,2015,,Drama
76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,tt4622512,Battle of the Sexes,Battle of the Sexes,2017,121.0,"Biography,Comedy,Drama"
77,2012-12-21,Cirque du Soleil: Worlds Away,25000000.0,12512862.0,28012862.0,tt1792647,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012,91.0,Fantasy
78,2015-11-13,The 33,25000000.0,12227722.0,28400715.0,tt2006295,The 33,The 33,2015,127.0,"Biography,Drama,History"
80,2011-04-15,The Conspirator,25000000.0,11538204.0,15907411.0,tt0968264,The Conspirator,The Conspirator,2010,122.0,"Crime,Drama,History"
80,2011-04-15,The Conspirator,25000000.0,11538204.0,15907411.0,tt7520136,The Conspirator,The Conspirator,2012,,Comedy
88,2011-09-16,Straw Dogs,25000000.0,10324441.0,11253821.0,tt0999913,Straw Dogs,Straw Dogs,2011,110.0,"Action,Drama,Thriller"
90,2002-08-16,Possession,25000000.0,10103647.0,14805812.0,tt2044843,Possession,Possession,2012,90.0,"Drama,Mystery"
90,2002-08-16,Possession,25000000.0,10103647.0,14805812.0,tt2359241,Possession,Possession,2012,80.0,Horror
90,2002-08-16,Possession,25000000.0,10103647.0,14805812.0,tt2998154,Possession,Possession,2013,82.0,Drama
94,2009-11-25,The Road,25000000.0,8114270.0,29206732.0,tt1954974,The Road,The Road,2011,43.0,"Adventure,Documentary,War"
94,2009-11-25,The Road,25000000.0,8114270.0,29206732.0,tt2063008,The Road,The Road,2011,110.0,"Crime,Drama,Horror"
94,2009-11-25,The Road,25000000.0,8114270.0,29206732.0,tt4621482,The Road,The Road,2015,96.0,Drama
94,2009-11-25,The Road,25000000.0,8114270.0,29206732.0,tt5142610,The Road,The Road,2015,95.0,Documentary
95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,tt1226837,Beautiful Boy,Beautiful Boy,2018,120.0,"Biography,Drama"
95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,tt1533013,Beautiful Boy,Beautiful Boy,2010,100.0,Drama
96,2007-04-06,The Hoax,25000000.0,7164995.0,7164995.0,tt2497618,The Hoax,The Hoax,2015,77.0,"Crime,Documentary,Drama"
97,2019-03-15,Captive State,25000000.0,5958315.0,8993300.0,tt5968394,Captive State,Captive State,2019,109.0,"Sci-Fi,Thriller"
6,2018-04-13,Sgt. Stubby: An American Hero,25000000.0,3054285.0,3645957.0,tt5314190,Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero,2018,84.0,"Adventure,Animation,Family"
7,2011-12-16,Carnage,25000000.0,2546747.0,38112154.0,tt1692486,Carnage,Carnage,2011,80.0,"Comedy,Drama"
8,2017-09-01,Tulip Fever,25000000.0,2455635.0,6792768.0,tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance"
12,2016-01-29,Jane Got a Gun,25000000.0,1513793.0,3771345.0,tt2140037,Jane Got a Gun,Jane Got a Gun,2015,98.0,"Action,Drama,Western"
15,2005-10-14,Where the Truth Lies,25000000.0,872142.0,1415656.0,tt1961665,Where the Truth Lies,Where the Truth Lies,2011,,Drama
16,1998-09-11,Without Limits,25000000.0,780326.0,780326.0,tt8614260,Without Limits,Without Limits,2018,,Sport
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance"
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,tt2404548,On the Road,On the Road,2011,90.0,Drama
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,tt3872966,On the Road,On the Road,2013,87.0,Documentary
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,tt4339118,On the Road,On the Road,2014,89.0,Drama
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,tt5389486,On the Road,On the Road,2015,39.0,Documentary
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,tt5647250,On the Road,On the Road,2016,121.0,Drama
18,2012-08-24,Les petits mouchoirs,25000000.0,205505.0,48530887.0,tt1440232,Little White Lies,Les petits mouchoirs,2010,154.0,"Comedy,Drama"
19,2010-06-30,Love Ranch,25000000.0,137885.0,146149.0,tt1125929,Love Ranch,Love Ranch,2010,117.0,"Biography,Comedy,Drama"
20,2015-04-24,Yi ge ren de wu lin,25000000.0,129115.0,129115.0,tt2952602,Kung Fu Jungle,Yi ge ren de wu lin,2014,100.0,"Action,Drama"
21,2010-12-31,Sammy's avonturen: De geheime doorgang,25000000.0,0.0,71594792.0,tt1230204,A Turtle's Tale: Sammy's Adventures,Sammy's avonturen: De geheime doorgang,2010,88.0,"Adventure,Animation,Family"
23,2017-12-31,Matilda,25000000.0,0.0,9370285.0,tt4419196,Mathilde,Matilda,2017,130.0,"Biography,Drama,History"
25,2011-07-08,Ironclad,25000000.0,0.0,5297411.0,tt1233301,Ironclad,Ironclad,2011,121.0,"Action,Adventure,Drama"
26,2019-05-10,The Professor and the Madman,25000000.0,0.0,5227233.0,tt5932728,The Professor and the Madman,The Professor and the Madman,2019,124.0,"Biography,Drama,Mystery"
27,2015-03-10,Red Sky,25000000.0,0.0,91116.0,tt1946381,Red Sky,Red Sky,2014,100.0,"Action,Thriller"
27,2015-03-10,Red Sky,25000000.0,0.0,91116.0,tt3396636,Red Sky,Red Sky,2013,56.0,Thriller
29,2014-01-10,The Adventurer: The Curse of the Midas Box,25000000.0,0.0,0.0,tt1376213,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy"
30,2019-12-31,Reagan,25000000.0,0.0,0.0,tt1822382,Reagan,Reagan,2011,105.0,"Biography,Documentary"
36,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0,tt2239832,Think Like a Man Too,Think Like a Man Too,2014,106.0,"Comedy,Romance"
37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,tt2671706,Fences,Fences,2016,139.0,Drama
37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,tt3197696,Fences,Fences,2013,117.0,"Drama,Family"
39,2011-10-14,Footloose,24000000.0,51802742.0,62989834.0,tt1068242,Footloose,Footloose,2011,113.0,"Comedy,Drama,Music"
61,1984-02-17,Footloose,8200000.0,80000000.0,80000000.0,tt1068242,Footloose,Footloose,2011,113.0,"Comedy,Drama,Music"
40,2017-04-07,Going in Style,24000000.0,45018541.0,78672579.0,tt2568862,Going in Style,Going in Style,2017,96.0,"Comedy,Crime"
44,2007-11-21,Hitman,24000000.0,39687694.0,99135571.0,tt2261633,Hitman,Hitman,2012,95.0,Action
44,2007-11-21,Hitman,24000000.0,39687694.0,99135571.0,tt6625996,Hitman,Hitman,2014,147.0,Action
52,2010-08-20,Piranha 3D,24000000.0,25003155.0,83660160.0,tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror"
53,2010-11-24,Faster,24000000.0,23240020.0,35792945.0,tt1433108,Faster,Faster,2010,98.0,"Action,Crime,Drama"
58,2011-09-16,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,2011,89.0,"Comedy,Romance"
66,2007-12-31,Flood,24000000.0,0.0,4084232.0,tt8237644,Flood,Flood,2018,60.0,Documentary
71,2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,tt6966692,Green Book,Green Book,2018,130.0,"Biography,Comedy,Drama"
73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy
74,2000-03-17,Final Destination,23000000.0,53302314.0,112036870.0,tt5056454,Final Destination,Final Destination,2013,65.0,Documentary
76,2011-10-07,The Ides of March,23000000.0,40962534.0,77735925.0,tt1124035,The Ides of March,The Ides of March,2011,101.0,"Drama,Thriller"
78,2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,tt5580266,The Hate U Give,The Hate U Give,2018,133.0,"Crime,Drama"
80,2014-01-10,Her,23000000.0,25568251.0,48163815.0,tt1798709,Her,Her,2013,126.0,"Drama,Romance,Sci-Fi"
83,2012-01-20,Haywire,23000000.0,18942396.0,36374700.0,tt1506999,Haywire,Haywire,2011,93.0,"Action,Drama,Thriller"
84,1999-11-12,Anywhere But Here,23000000.0,18653615.0,18653615.0,tt4973502,Anywhere But Here,Anywhere But Here,2016,,"Drama,Thriller"
86,2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45060480.0,tt1083452,Eddie the Eagle,Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama"
88,2000-08-25,The Crew,23000000.0,13019253.0,13019253.0,tt2629726,The Crew,The Crew,2012,81.0,Comedy
88,2000-08-25,The Crew,23000000.0,13019253.0,13019253.0,tt7721552,The Crew,The Crew,2018,,Documentary
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,tt1350546,Redemption,Redemption,2011,97.0,"Adventure,Drama,Romance"
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,tt2342496,Redemption,Redemption,2012,44.0,"Adventure,Documentary,Sport"
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,tt3059814,Redemption,Redemption,2013,115.0,"Drama,Music,Thriller"
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,tt3279418,Redemption,Redemption,2013,106.0,"Drama,Mystery,Thriller"
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,tt5621712,Redemption,Redemption,2019,,"Crime,Drama,Thriller"
98,2008-04-25,Rogue,23000000.0,10452.0,4673377.0,tt6682124,Rogue,Rogue,2017,134.0,"Action,Romance,Thriller"
98,2008-04-25,Rogue,23000000.0,10452.0,4673377.0,tt7917774,Rogue,Rogue,2018,,Sci-Fi
3,2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,tt4550098,Nocturnal Animals,Nocturnal Animals,2016,116.0,"Drama,Thriller"
4,2015-04-24,The Water Diviner,22500000.0,4200117.0,31054727.0,tt3007512,The Water Diviner,The Water Diviner,2014,111.0,"Drama,History,War"
5,1990-07-13,Ghost,22000000.0,217631306.0,517600000.0,tt2175671,Ghost,Ghost,2012,118.0,Horror
5,1990-07-13,Ghost,22000000.0,217631306.0,517600000.0,tt9378950,Ghost,Ghost,2019,,"Horror,Thriller"
11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,tt1805411,Son of God,Son of God,2010,80.0,Documentary
11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,tt3210686,Son of God,Son of God,2014,138.0,"Biography,Drama,History"
13,2014-08-08,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,tt2980648,The Hundred-Foot Journey,The Hundred-Foot Journey,2014,122.0,"Comedy,Drama"
17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family"
19,2005-11-11,Derailed,22000000.0,36020063.0,57520063.0,tt6877488,Derailed,Derailed,2017,76.0,Drama
21,2013-11-22,Delivery Man,22000000.0,30659817.0,70536870.0,tt2387559,Delivery Man,Delivery Man,2013,105.0,"Comedy,Drama"
22,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music"
25,2008-08-27,Traitor,22000000.0,23530831.0,27882226.0,tt9805168,Traitor,Traitor,2015,110.0,"Action,Drama,Romance"
27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017,91.0,"Comedy,Family"
29,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,tt2312718,Homefront,Homefront,2013,100.0,"Action,Thriller"
33,2001-09-14,The Glass House,22000000.0,17951431.0,22861785.0,tt3106750,The Glass House,The Glass House,2014,95.0,"Drama,Thriller"
34,2015-09-04,The Transporter Refueled,22000000.0,16029670.0,69698495.0,tt2938956,The Transporter Refueled,The Transporter Refueled,2015,96.0,"Action,Adventure,Crime"
37,2012-08-22,Hit & Run,22000000.0,13749300.0,17216955.0,tt10300710,Hit & Run,Hit & Run,2019,114.0,"Action,Comedy"
40,2017-11-17,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,tt6000478,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017,122.0,"Crime,Drama,Thriller"
41,2013-12-04,Out of the Furnace,22000000.0,11330849.0,15434375.0,tt1206543,Out of the Furnace,Out of the Furnace,2013,116.0,"Crime,Drama,Thriller"
44,2017-12-08,Just Getting Started,22000000.0,6069605.0,6756412.0,tt5721088,Just Getting Started,Just Getting Started,2017,91.0,"Action,Comedy"
49,2014-10-31,Before I Go to Sleep,22000000.0,3242457.0,19563579.0,tt1726592,Before I Go to Sleep,Before I Go to Sleep,2014,92.0,"Drama,Horror,Mystery"
50,2010-10-08,Stone,22000000.0,1810078.0,4065020.0,tt1423995,Stone,Stone,2010,105.0,"Drama,Thriller"
50,2010-10-08,Stone,22000000.0,1810078.0,4065020.0,tt2355884,Stone,Stone,2012,114.0,"Action,Sci-Fi"
52,2013-12-31,Metegol,22000000.0,0.0,34061097.0,tt1634003,Underdogs,Metegol,2013,106.0,"Adventure,Animation,Family"
58,2012-06-22,To Rome with Love,21500000.0,16684352.0,74326015.0,tt1859650,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance"
59,2012-11-16,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance"
60,2018-04-06,Blockers,21000000.0,60311495.0,94045328.0,tt2531344,Blockers,Blockers,2018,102.0,Comedy
61,2019-04-05,Pet Sematary,21000000.0,54724696.0,109501146.0,tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller"
61,1989-04-21,Pet Sematary,11500000.0,57469179.0,57469179.0,tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller"
64,2010-04-16,Death at a Funeral,21000000.0,42739347.0,48977233.0,tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,Comedy
53,2007-08-17,Death at a Funeral,20000000.0,8580428.0,46790428.0,tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,Comedy
67,2010-11-05,For Colored Girls,21000000.0,37729698.0,38017873.0,tt1405500,For Colored Girls,For Colored Girls,2010,133.0,Drama
69,2017-08-04,Kidnap,21000000.0,30718107.0,34836080.0,tt10300662,Kidnap,Kidnap,2019,,Drama
69,2017-08-04,Kidnap,21000000.0,30718107.0,34836080.0,tt1458169,Kidnap,Kidnap,2017,95.0,"Crime,Drama,Thriller"
69,2017-08-04,Kidnap,21000000.0,30718107.0,34836080.0,tt3980966,Kidnap,Kidnap,2014,,Drama
69,2017-08-04,Kidnap,21000000.0,30718107.0,34836080.0,tt9603698,Kidnap,Kidnap,2012,50.0,"Horror,Thriller"
72,2011-12-09,Tinker Tailor Soldier Spy,21000000.0,24149393.0,81452811.0,tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,122.0,"Drama,Mystery,Thriller"
74,1999-11-05,The Bachelor,21000000.0,21731001.0,36882378.0,tt5748648,The Bachelor,The Bachelor,2016,,"Comedy,Romance"
79,2011-05-06,The Beaver,21000000.0,970816.0,5046038.0,tt1321860,The Beaver,The Beaver,2011,91.0,Drama
80,2017-02-24,Bitter Harvest,21000000.0,557241.0,606162.0,tt3182620,Bitter Harvest,Bitter Harvest,2017,103.0,"Drama,Romance,War"
81,1999-10-22,Molly,21000000.0,17396.0,17396.0,tt6522982,Molly,Molly,2017,91.0,"Action,Sci-Fi"
81,1999-10-22,Molly,21000000.0,17396.0,17396.0,tt6992054,Molly,Molly,2017,128.0,"Biography,Documentary,Family"
81,1999-10-22,Molly,21000000.0,17396.0,17396.0,tt9411866,Molly,Molly,2020,,Drama
82,2019-02-01,Velvet Buzzsaw,21000000.0,0.0,0.0,tt7043012,Velvet Buzzsaw,Velvet Buzzsaw,2019,113.0,"Horror,Mystery,Thriller"
85,2006-08-11,Pulse,20500000.0,20264436.0,30241435.0,tt4161036,Pulse,Pulse,2017,84.0,"Drama,Fantasy,Sci-Fi"
88,2019-03-22,Us,20000000.0,175006930.0,254210310.0,tt4862056,Us,Us,2015,75.0,Comedy
88,2019-03-22,Us,20000000.0,175006930.0,254210310.0,tt6857112,Us,Us,2019,116.0,"Horror,Mystery,Thriller"
92,2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,tt3783958,La La Land,La La Land,2016,128.0,"Comedy,Drama,Music"
93,2013-07-19,The Conjuring,20000000.0,137400141.0,318000141.0,tt1457767,The Conjuring,The Conjuring,2013,112.0,"Horror,Mystery,Thriller"
95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,tt2543472,Wonder,Wonder,2017,113.0,"Drama,Family"
98,2010-10-15,Jackass 3D,20000000.0,117229692.0,171685793.0,tt1116184,Jackass 3D,Jackass 3D,2010,95.0,"Action,Comedy,Documentary"
99,2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0,tt4651520,Bad Moms,Bad Moms,2016,100.0,Comedy
100,2019-01-18,Glass,20000000.0,111035005.0,245303505.0,tt4598720,Glass,Glass,2016,71.0,"Drama,Mystery,Thriller"
100,2019-01-18,Glass,20000000.0,111035005.0,245303505.0,tt5144236,Glass,Glass,2015,77.0,"Crime,Horror,Mystery"
100,2019-01-18,Glass,20000000.0,111035005.0,245303505.0,tt5300236,Glass,Glass,2017,105.0,"Drama,Sci-Fi"
100,2019-01-18,Glass,20000000.0,111035005.0,245303505.0,tt6823368,Glass,Glass,2019,129.0,"Drama,Sci-Fi,Thriller"
3,2014-07-02,Tammy,20000000.0,84525432.0,96407655.0,tt2103254,Tammy,Tammy,2014,97.0,"Comedy,Romance"
5,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,tt1033575,The Descendants,The Descendants,2011,115.0,"Comedy,Drama"
5,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,tt5838908,The Descendants,The Descendants,2015,80.0,Drama
6,2003-10-03,School of Rock,20000000.0,81261177.0,131944672.0,tt8526282,School of Rock,School of Rock,2018,,Music
15,2010-03-31,The Last Song,20000000.0,62950384.0,92678948.0,tt1294226,The Last Song,The Last Song,2010,107.0,"Drama,Music,Romance"
16,2010-04-02,Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,tt1391137,Why Did I Get Married Too?,Why Did I Get Married Too?,2010,121.0,"Comedy,Drama,Romance"
18,2013-10-18,12 Years a Slave,20000000.0,56671993.0,181025343.0,tt2024544,12 Years a Slave,12 Years a Slave,2013,134.0,"Biography,Drama,History"
20,2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0,tt2674426,Me Before You,Me Before You,2016,106.0,"Drama,Romance"
21,2019-02-08,What Men Want,20000000.0,54611903.0,69911903.0,tt7634968,What Men Want,What Men Want,2019,117.0,"Comedy,Fantasy,Romance"
22,2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,tt3628584,Barbershop: The Next Cut,Barbershop: The Next Cut,2016,111.0,"Comedy,Drama"
24,2018-09-14,A Simple Favor,20000000.0,53548586.0,97628717.0,tt7040874,A Simple Favor,A Simple Favor,2018,117.0,"Comedy,Crime,Drama"
25,2015-01-09,Selma,20000000.0,52076908.0,66776576.0,tt1020072,Selma,Selma,2014,128.0,"Biography,Drama,History"
34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,tt1895587,Spotlight,Spotlight,2015,129.0,"Crime,Drama"
34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,tt7785302,Spotlight,Spotlight,2015,99.0,Drama
35,2018-03-30,Acrimony,20000000.0,43549096.0,46627836.0,tt6063050,Acrimony,Acrimony,2018,120.0,"Drama,Romance,Thriller"
36,2015-06-26,Max,20000000.0,42656255.0,43658157.0,tt1830712,Max,Max,2010,52.0,"Biography,Comedy,Documentary"
36,2015-06-26,Max,20000000.0,42656255.0,43658157.0,tt2390281,Max,Max,2012,83.0,Comedy
36,2015-06-26,Max,20000000.0,42656255.0,43658157.0,tt3369806,Max,Max,2015,111.0,"Adventure,Drama,Family"
